Dice Art Grid (60x60) - Total number of dices = 3600 - Uncovered area ~ 0.19in on each edge.
     1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60
10|  5  5  5  5  5  5  4  2  2  2  2  2  2  2  3  3  3  2  3  3  3  2  2  2  3  2  2  2  2  2  2  2  2  2  2  3  5  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6
11|  5  5  5  5  5  5  3  2  2  2  2  2  2  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  3  5  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6
12|  5  5  5  5  5  5  2  2  2  2  2  2  3  3  3  3  4  4  4  4  4  4  4  3  3  3  3  3  3  3  2  2  2  2  2  2  3  4  5  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6
13|  5  5  5  5  5  4  2  2  2  2  2  2  3  3  3  4  4  4  4  4  4  4  5  5  4  4  3  3  3  3  3  3  2  2  2  2  2  3  4  5  6  6  6  6  5  5  5  6  6  6  6  6  6  6  6  6  6  6  6  6
14|  5  5  5  5  5  4  2  2  2  2  2  2  3  4  4  4  4  4  4  4  4  5  5  5  5  5  4  4  4  4  3  3  3  2  2  2  2  3  4  5  6  6  5  4  4  3  4  4  5  5  6  6  6  6  6  6  6  6  6  6
15|  5  5  5  5  5  3  2  2  2  2  2  2  3  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  4  4  4  3  3  2  2  2  3  5  5  5  4  3  3  3  2  2  3  3  3  4  4  5  6  6  6  6  6  6  6
16|  5  5  5  5  5  2  2  2  2  2  3  3  3  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  4  4  3  2  2  2  3  4  4  3  3  3  3  3  2  2  2  3  3  3  3  4  5  6  6  6  6  6  6
17|  5  5  5  5  3  2  2  2  2  3  3  3  3  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  4  4  4  2  2  2  3  3  3  3  3  3  3  3  3  2  2  2  3  3  3  3  3  6  6  6  6  6  6
18|  5  5  5  4  3  2  2  2  2  3  3  3  4  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  4  4  4  2  2  2  2  3  3  3  3  3  3  3  3  2  2  2  2  3  3  4  3  4  6  6  6  6  6
19|  5  5  5  4  3  2  2  2  3  3  3  3  4  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  4  4  4  2  2  2  2  2  3  3  3  3  3  3  3  3  2  2  2  2  3  4  4  3  4  6  6  6  6
20|  5  5  5  4  3  2  2  3  3  3  3  3  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  4  4  3  3  3  2  2  3  3  3  3  3  3  3  3  3  3  2  2  3  2  3  3  3  3  5  6  6  6
21|  5  5  4  4  3  2  2  3  3  3  3  3  3  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  4  4  4  3  3  3  3  3  3  3  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  4  5  6  6
22|  5  5  4  4  3  2  3  3  3  3  3  2  2  3  3  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  4  4  4  3  3  3  3  3  3  3  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  4  6  6
23|  5  4  4  4  3  2  3  3  3  4  3  3  3  3  2  3  3  4  4  4  4  5  5  5  5  5  5  5  5  5  4  4  4  3  3  3  3  3  3  3  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  4  6  6
24|  5  4  4  4  3  3  3  3  4  4  3  3  3  3  3  3  2  3  3  4  4  4  5  5  5  5  5  5  5  5  5  4  4  2  2  3  3  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  4  5  6
25|  5  4  4  4  3  3  3  3  4  4  3  3  2  3  3  3  3  2  2  3  4  4  4  5  4  5  5  5  5  5  5  4  4  3  2  3  4  4  4  4  4  4  4  4  4  4  3  3  4  3  3  3  3  3  3  3  3  4  5  6
26|  4  4  4  3  3  3  3  4  4  4  4  3  3  4  3  2  3  4  3  3  3  4  4  4  4  4  4  4  5  5  5  4  4  2  3  4  4  4  4  4  4  4  5  5  4  4  4  4  4  3  3  3  3  3  3  3  3  3  5  6
27|  4  4  4  3  3  3  3  3  4  4  4  4  4  4  4  3  4  4  3  3  3  4  4  4  4  4  4  4  4  4  3  3  2  2  3  4  4  4  4  4  4  5  5  5  5  5  5  5  5  4  3  3  3  3  3  3  3  4  5  6
28|  4  4  4  3  3  3  3  4  4  4  4  4  4  4  4  4  4  4  3  3  3  4  4  4  4  4  3  3  2  2  2  2  2  2  3  4  4  4  5  5  5  5  5  5  5  5  5  5  5  5  4  3  3  4  3  3  4  4  5  6
29|  4  4  4  3  3  3  3  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  5  5  4  3  3  2  2  3  3  3  2  3  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  5  4  4  4  3  4  3  4  6  6
30|  4  4  4  3  3  3  3  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  5  4  4  4  4  3  3  4  3  1  3  3  3  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  4  4  4  3  4  3  4  6  5
31|  4  4  4  3  3  3  3  3  4  4  4  4  4  5  5  4  4  4  4  4  4  4  5  4  4  4  3  4  4  4  3  2  3  3  2  2  2  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  4  4  3  3  4  5  5  5
32|  4  4  3  3  3  3  3  3  4  4  4  4  4  5  5  5  4  4  4  4  4  4  4  4  4  4  4  3  3  4  3  3  4  4  4  3  2  2  3  4  4  5  5  5  4  4  4  5  5  5  5  5  4  4  3  3  4  6  6  6
33|  4  4  3  3  3  3  3  3  4  4  4  4  4  4  4  4  4  3  3  3  4  4  4  4  4  4  4  4  4  4  3  3  4  4  4  4  4  4  3  4  5  5  5  5  5  5  4  4  4  5  5  5  4  3  4  4  5  6  6  6
34|  4  4  3  2  3  3  3  3  3  4  4  4  4  4  4  3  3  4  4  3  4  4  4  4  4  4  4  4  4  4  3  4  4  5  4  4  5  4  4  4  5  5  5  4  4  3  4  5  5  5  5  5  4  3  4  5  6  6  6  6
35|  3  2  2  3  3  3  3  3  3  4  4  4  4  4  4  4  3  4  4  4  4  4  5  4  4  4  5  5  4  3  3  4  4  5  5  4  4  4  4  5  5  5  5  4  3  2  2  3  5  5  5  5  4  3  4  5  6  6  6  6
36|  1  1  2  2  3  3  3  3  4  4  3  3  4  4  4  4  3  3  3  4  4  5  5  5  4  4  4  4  4  3  3  4  5  5  5  4  4  4  5  5  5  5  5  5  4  3  3  3  4  5  5  5  4  4  4  5  5  6  6  6
37|  1  2  2  2  3  3  3  3  4  4  3  3  3  4  4  4  3  3  3  3  4  4  5  4  4  3  4  4  4  3  4  4  5  5  5  4  4  4  5  5  5  5  5  5  5  5  5  4  5  5  5  5  4  4  4  5  6  6  6  6
38|  2  2  2  2  2  3  3  3  3  4  3  4  3  3  4  4  4  3  4  3  3  3  4  4  4  3  3  4  4  3  4  4  5  5  4  4  3  3  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  4  5  6  6  6  6  6
39|  3  3  2  2  2  3  3  3  4  4  4  4  3  2  3  4  4  4  4  4  4  4  3  3  4  3  3  4  3  3  4  4  4  4  4  4  4  4  4  4  5  5  5  5  5  5  5  5  5  5  5  5  5  5  6  6  6  6  6  6
40|  3  3  2  2  2  2  3  3  4  4  4  4  3  3  3  3  3  3  4  4  4  4  4  4  3  3  3  4  3  3  4  5  4  3  4  4  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  6  6  6  6  6  6
41|  3  3  3  2  2  2  3  3  3  4  4  4  4  3  3  3  4  4  4  4  4  3  3  3  4  3  4  3  4  4  3  4  4  3  2  3  4  4  5  5  5  5  5  5  5  5  5  5  5  5  5  5  6  6  6  6  6  6  6  6
42|  3  3  3  2  2  2  3  3  3  3  4  4  4  3  3  3  4  4  4  4  4  3  3  3  4  4  3  3  4  4  3  4  4  4  3  3  4  4  4  5  5  5  5  5  5  5  5  5  5  4  3  3  4  6  6  6  6  6  6  6
43|  3  3  3  3  2  2  2  3  3  3  3  4  4  4  3  3  3  4  4  4  4  3  3  4  4  4  2  2  2  3  3  3  4  4  3  4  4  4  4  3  4  4  4  5  5  5  5  5  5  3  1  2  3  4  6  6  6  6  6  6
44|  3  3  3  3  3  2  2  3  3  3  3  4  4  4  4  4  3  3  3  3  3  3  4  4  3  3  2  2  2  2  2  3  4  4  4  4  4  4  4  4  4  4  4  5  5  5  5  5  3  2  2  3  3  3  4  6  6  6  6  6
45|  3  3  3  3  3  2  2  2  3  3  3  4  4  4  4  4  4  4  4  4  4  4  4  3  2  2  2  2  2  2  2  2  4  4  4  4  4  4  5  5  5  5  5  5  5  5  4  3  3  2  2  3  3  3  3  4  6  6  6  6
46|  3  3  3  3  3  3  2  2  2  2  3  3  4  4  4  4  4  4  4  4  4  4  3  2  2  2  2  2  2  2  2  2  2  4  4  5  5  5  5  5  5  4  4  4  4  4  3  3  2  2  3  3  3  3  3  3  4  6  6  6
47|  3  3  3  3  3  3  3  2  2  2  2  3  3  4  4  4  4  4  4  4  4  3  2  2  2  2  2  2  2  2  2  1  1  2  3  4  5  5  5  4  4  4  4  4  4  3  3  2  2  3  3  3  3  3  3  3  3  5  6  6
48|  3  3  3  3  3  3  3  3  2  2  2  2  3  3  4  4  4  4  4  4  3  2  2  2  2  2  2  2  2  2  1  1  1  1  2  3  3  3  3  3  4  4  4  4  3  2  2  2  3  3  3  3  3  3  3  3  3  3  5  6
49|  3  3  3  3  3  3  3  3  3  3  2  2  2  3  3  3  4  4  3  3  2  2  2  2  2  2  2  2  2  1  1  1  1  1  3  2  3  3  3  3  4  4  3  2  2  1  2  3  4  4  4  4  3  3  3  3  3  3  4  6
50|  3  4  4  3  3  3  3  3  4  3  3  2  2  2  2  2  3  3  2  2  1  2  2  2  2  2  2  2  2  1  1  1  1  2  3  2  3  3  3  3  3  3  2  2  1  2  2  2  4  4  3  4  3  4  4  3  3  3  4  5
51|  2  3  4  4  3  3  3  3  3  4  3  3  3  3  3  3  3  2  2  2  1  2  2  2  2  2  2  2  2  1  1  1  1  2  4  3  2  3  3  3  2  2  1  2  2  2  2  3  3  3  3  3  3  3  4  3  3  3  3  5
52|  1  2  2  3  4  3  3  3  3  4  4  3  3  3  3  3  2  2  2  2  1  2  2  2  2  2  2  2  2  1  1  1  1  1  2  4  4  3  3  2  1  2  2  2  2  2  2  2  2  2  3  3  3  3  3  3  3  3  3  3
53|  2  1  1  2  3  3  4  4  4  4  4  4  3  3  2  2  1  2  2  1  1  2  2  2  2  2  2  2  1  1  1  1  1  1  1  2  4  4  3  2  1  2  3  3  2  2  2  2  2  2  3  3  3  3  3  3  3  3  3  3
54|  3  2  1  2  2  2  3  3  4  4  4  3  3  2  1  2  2  2  2  2  1  2  2  2  2  2  2  2  1  1  1  1  1  2  2  1  1  1  1  2  2  2  2  2  2  2  2  2  2  3  3  4  4  3  3  3  3  3  3  2
55|  3  3  2  1  1  1  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  2  2  2  1  1  2  2  2  3  2  2  2  2  2  2  3  2  2  3  4  6  6  5  5  4  3  3  2
56|  3  3  3  2  2  1  1  2  2  2  2  2  2  2  2  2  2  2  2  2  1  2  2  2  2  2  2  2  1  1  1  1  1  2  1  1  1  2  2  2  3  2  2  2  2  2  2  3  2  2  3  3  3  5  6  5  6  5  3  3
57|  3  3  2  2  2  1  1  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  2  2  2  2  2  3  2  2  1  2  3  2  2  2  3  3  3  4  5  5  6  5  3  3
58|  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  2  2  2  2  2  2  2  2  1  2  2  2  2  2  3  3  4  6  5  5  4  3  3  3
59|  2  2  2  2  2  2  2  2  2  3  2  2  2  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  2  2  2  2  2  2  2  2  2  2  2  2  2  3  3  3  4  6  6  5  6  6  5  3
60|  2  2  2  2  2  2  3  2  2  3  2  2  4  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  3  2  1  2  1  1  2  2  2  2  2  2  2  2  2  2  2  2  1  2  2  3  3  3  3  5  5  5  5  5  6  3
